project,run_id,date_time_run,model_name,metric_name,metric_value
example,a83cfbec-31f0-43dd-80c0-cf0f7505bb59,2024-02-11 09:42:05,RandomForest,recall,1.0
example,6e2d2623-f8da-4722-b08b-834e6e772733,2024-02-11 09:48:11,RandomForest,accuracy,0.5
example,6e2d2623-f8da-4722-b08b-834e6e772733,2024-02-11 09:48:11,RandomForest,precision,0.5
example,6e2d2623-f8da-4722-b08b-834e6e772733,2024-02-11 09:48:11,RandomForest,recall,1.0
example,6f5e4729-8181-4603-8f4e-e1f9b06a163c,2024-02-11 09:49:00,RandomForest,accuracy,0.5
example,6f5e4729-8181-4603-8f4e-e1f9b06a163c,2024-02-11 09:49:00,RandomForest,precision,0.5
example,6f5e4729-8181-4603-8f4e-e1f9b06a163c,2024-02-11 09:49:00,RandomForest,recall,1.0
example,86285611-8f0e-4908-b73c-7372e533e63d,2024-02-11 09:49:41,RandomForest,accuracy,0.5
example,86285611-8f0e-4908-b73c-7372e533e63d,2024-02-11 09:49:41,RandomForest,precision,0.5
example,86285611-8f0e-4908-b73c-7372e533e63d,2024-02-11 09:49:41,RandomForest,recall,1.0
example,2089871d-d22d-41bf-9db7-3f962ede3fa0,2024-02-11 09:51:41,RandomForest,accuracy,0.5
example,2089871d-d22d-41bf-9db7-3f962ede3fa0,2024-02-11 09:51:41,RandomForest,precision,0.5
example,2089871d-d22d-41bf-9db7-3f962ede3fa0,2024-02-11 09:51:41,RandomForest,recall,1.0
example,585d6b39-603b-4ffc-b6a3-7023d3d0cdb4,2024-02-11 09:53:31,RandomForest,accuracy,0.5
example,585d6b39-603b-4ffc-b6a3-7023d3d0cdb4,2024-02-11 09:53:31,RandomForest,precision,0.5
example,585d6b39-603b-4ffc-b6a3-7023d3d0cdb4,2024-02-11 09:53:31,RandomForest,recall,1.0
example,96c95680-290c-4739-b2b6-bb8e7d2c1826,2024-02-11 09:54:21,RandomForest,accuracy,0.5
example,96c95680-290c-4739-b2b6-bb8e7d2c1826,2024-02-11 09:54:21,RandomForest,precision,0.5
example,96c95680-290c-4739-b2b6-bb8e7d2c1826,2024-02-11 09:54:21,RandomForest,recall,1.0
example,6e36de2f-61f6-48ae-9fb2-6e44bef5690e,2024-02-11 09:58:25,RandomForest,accuracy,0.5
example,6e36de2f-61f6-48ae-9fb2-6e44bef5690e,2024-02-11 09:58:25,RandomForest,precision,0.5
example,6e36de2f-61f6-48ae-9fb2-6e44bef5690e,2024-02-11 09:58:25,RandomForest,recall,1.0
example,92ea72bd-48ab-43c9-b55c-953b05a9fac7,2024-02-11 09:59:12,RandomForest,accuracy,0.5
example,92ea72bd-48ab-43c9-b55c-953b05a9fac7,2024-02-11 09:59:12,RandomForest,precision,0.5
example,92ea72bd-48ab-43c9-b55c-953b05a9fac7,2024-02-11 09:59:12,RandomForest,recall,1.0
example,fd76df1d-8806-46ad-b0b4-ca451159acf4,2024-02-11 10:01:49,RandomForest,accuracy,0.5
example,fd76df1d-8806-46ad-b0b4-ca451159acf4,2024-02-11 10:01:49,RandomForest,precision,0.5
example,fd76df1d-8806-46ad-b0b4-ca451159acf4,2024-02-11 10:01:49,RandomForest,recall,1.0
example,aaf79150-7454-4e36-a790-23266e837a7f,2024-02-11 10:12:36,RandomForest,accuracy,0.5
example,aaf79150-7454-4e36-a790-23266e837a7f,2024-02-11 10:12:36,RandomForest,precision,0.5
example,aaf79150-7454-4e36-a790-23266e837a7f,2024-02-11 10:12:36,RandomForest,recall,1.0
example,e3a5be81-e72b-4666-82fc-b1333ec11f6f,2024-02-11 10:13:11,RandomForest,accuracy,0.5
example,e3a5be81-e72b-4666-82fc-b1333ec11f6f,2024-02-11 10:13:11,RandomForest,precision,0.5
example,e3a5be81-e72b-4666-82fc-b1333ec11f6f,2024-02-11 10:13:11,RandomForest,recall,1.0
example,7a1db9e0-3033-43af-8429-349b3bfa7027,2024-02-11 10:17:08,RandomForest,accuracy,0.5
example,7a1db9e0-3033-43af-8429-349b3bfa7027,2024-02-11 10:17:08,RandomForest,precision,0.5
example,7a1db9e0-3033-43af-8429-349b3bfa7027,2024-02-11 10:17:08,RandomForest,recall,1.0
example,46d6007e-4fe9-4680-bc1e-d4f37cb80c27,2024-02-11 10:19:26,RandomForest,accuracy,0.5
example,46d6007e-4fe9-4680-bc1e-d4f37cb80c27,2024-02-11 10:19:26,RandomForest,precision,0.5
example,46d6007e-4fe9-4680-bc1e-d4f37cb80c27,2024-02-11 10:19:26,RandomForest,recall,1.0
example,e5a97d29-f9c1-4ea2-b6fe-06baa202e3ba,2024-02-11 10:20:24,RandomForest,accuracy,0.5
example,e5a97d29-f9c1-4ea2-b6fe-06baa202e3ba,2024-02-11 10:20:24,RandomForest,precision,0.5
example,e5a97d29-f9c1-4ea2-b6fe-06baa202e3ba,2024-02-11 10:20:24,RandomForest,recall,1.0
example,36638268-872d-4d0e-94e1-fce43825e52b,2024-02-11 10:21:00,RandomForest,accuracy,0.5
example,36638268-872d-4d0e-94e1-fce43825e52b,2024-02-11 10:21:00,RandomForest,precision,0.5
example,36638268-872d-4d0e-94e1-fce43825e52b,2024-02-11 10:21:00,RandomForest,recall,1.0
example,63f77c07-5d58-420a-9330-fea41a1022c1,2024-02-11 13:58:35,RandomForest,accuracy,0.7953488372093023
example,63f77c07-5d58-420a-9330-fea41a1022c1,2024-02-11 13:58:35,RandomForest,precision,0.7710843373493976
example,63f77c07-5d58-420a-9330-fea41a1022c1,2024-02-11 13:58:35,RandomForest,recall,0.7191011235955056
example,0307dee9-e39f-49be-bd2f-4a27f4351f15,2024-02-11 13:59:00,RandomForest,accuracy,0.5
example,0307dee9-e39f-49be-bd2f-4a27f4351f15,2024-02-11 13:59:00,RandomForest,precision,0.5
example,0307dee9-e39f-49be-bd2f-4a27f4351f15,2024-02-11 13:59:00,RandomForest,recall,1.0
example,acf07655-88a2-449c-af75-4f0f85559f40,2024-02-24 11:37:09,RandomForest,accuracy,0.5
example,acf07655-88a2-449c-af75-4f0f85559f40,2024-02-24 11:37:09,RandomForest,precision,0.5
example,acf07655-88a2-449c-af75-4f0f85559f40,2024-02-24 11:37:09,RandomForest,recall,1.0
example,9f2bff0d-40a6-45ae-8fcc-1ba37eba5107,2024-02-24 11:37:55,RandomForest,accuracy,0.5
example,9f2bff0d-40a6-45ae-8fcc-1ba37eba5107,2024-02-24 11:37:55,RandomForest,precision,0.5
example,9f2bff0d-40a6-45ae-8fcc-1ba37eba5107,2024-02-24 11:37:55,RandomForest,recall,1.0
